type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename
TRACK, ,40.3543514819543,-94.8853294671548,4468793.09202003,339899.68689420,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543514819547,-94.8853240971533,4468793.08229983,339900.14293801,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543461119537,-94.8853240971528,4468792.48619300,339900.13023250,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519525,-94.8853294671536,4468791.90091644,339899.66150678,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219507,-94.8853294671525,4468790.70981286,339899.63611936,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543353919517,-94.8853294671531,4468791.30591969,339899.64882490,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219511,-94.8853240971511,4468790.70009267,339900.09216331,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219505,-94.885334827154,4468790.71951499,339899.18092465,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219505,-94.885334827154,4468790.71951499,339899.18092465,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619499,-94.885329467152,4468790.11481611,339899.62343748,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619492,-94.8853401971549,4468790.13423848,339898.71219875,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619492,-94.8853401971549,4468790.13423848,339898.71219875,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619492,-94.8853401971549,4468790.13423848,339898.71219875,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619489,-94.8853455571564,4468790.14394066,339898.25700400,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919481,-94.8853455571558,4468789.54783384,339898.24429836,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919481,-94.8853455571558,4468789.54783384,339898.24429836,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543139319481,-94.885329467151,4468788.92371253,339899.59805007,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919493,-94.88532409715,4468789.50898909,339900.06677597,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919493,-94.88532409715,4468789.50898909,339900.06677597,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354319291949,-94.8853294671514,4468789.51870929,339899.61073195,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919484,-94.8853401971544,4468789.53813166,339898.69949314,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519519,-94.8853401971566,4468791.92033882,339898.75026826,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543461119521,-94.88535092716,4468792.53475806,339897.85171177,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519516,-94.885345557158,4468791.93004100,339898.29507362,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519519,-94.8853401971566,4468791.92033882,339898.75026826,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519513,-94.8853509271595,4468791.93976131,339897.83902974,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219495,-94.8853509271583,4468790.74865772,339897.81364204,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919484,-94.8853401971544,4468789.53813166,339898.69949314,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543139319478,-94.8853348271523,4468788.93341465,339899.14285526,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543139319478,-94.8853348271523,4468788.93341465,339899.14285526,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919487,-94.8853348271529,4468789.52841141,339899.15553717,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919484,-94.8853401971544,4468789.53813166,339898.69949314,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619489,-94.8853455571564,4468790.14394066,339898.25700400,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219505,-94.885334827154,4468790.71951499,339899.18092465,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219507,-94.8853294671525,4468790.70981286,339899.63611936,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219511,-94.8853240971511,4468790.70009267,339900.09216331,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543407519519,-94.8853401971566,4468791.92033882,339898.75026826,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219507,-94.8853294671525,4468790.70981286,339899.63611936,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619499,-94.885329467152,4468790.11481611,339899.62343748,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619505,-94.8853187371491,4468790.09539384,339900.53467622,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219524,-94.8853026471453,4468790.66126646,339901.91379139,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619511,-94.8853080071462,4468790.07597169,339901.44591495,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619499,-94.885329467152,4468790.11481611,339899.62343748,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219514,-94.8853187371497,4468790.69039060,339900.54735802,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219511,-94.8853240971511,4468790.70009267,339900.09216331,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219511,-94.8853240971511,4468790.70009267,339900.09216331,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543300219507,-94.8853294671525,4468790.70981286,339899.63611936,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619496,-94.8853348271534,4468790.12451823,339899.16824274,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543192919484,-94.8853401971544,4468789.53813166,339898.69949314,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543246619489,-94.8853455571564,4468790.14394066,339898.25700400,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543353919507,-94.8853455571574,4468791.33504424,339898.28239164,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622119529,-94.8853831071704,4468794.38021851,339895.15693972,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354367571948,-94.8854796671972,4468795.15000754,339886.96932773,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543783019453,-94.8855547672186,4468796.47706287,339880.61690025,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354367571939,-94.8856298772379,4468795.42193449,339874.21284252,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543675719355,-94.8856888872539,4468795.52876693,339869.20145713,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354372941932,-94.8857639872748,4468796.26084060,339862.83634753,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543783019286,-94.8858337172943,4468796.98208679,339856.92725887,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543783019232,-94.885924917319,4468797.14721569,339849.18216000,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543729419172,-94.8860107473418,4468796.70763205,339841.88041824,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543836719155,-94.8860697573588,4468798.00558976,339836.89443049,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543943919127,-94.8861448573803,4468799.33157768,339830.54198846,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543943919069,-94.8862414174065,4468799.50644066,339822.34169689,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543997619021,-94.8863379774333,4468800.27741949,339814.15411760,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543997618959,-94.8864398974609,4468800.46200821,339805.49863225,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3544051218895,-94.8865632874949,4468801.28049174,339795.03251212,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354405121883,-94.8866705675241,4468801.47481154,339785.92183300,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3544104918785,-94.8867617675494,4468802.23612072,339778.18945181,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3544051218738,-94.8868261375662,4468801.75662027,339772.71015919,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354405121869,-94.8869066075881,4468801.90239752,339765.87630045,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543890318631,-94.886960247601,4468800.21347311,339761.28285846,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543729418601,-94.8869656176008,4468798.43710113,339760.78871243,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543675718593,-94.8869656176002,4468797.84099422,339760.77599585,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543675718593,-94.8869656176002,4468797.84099422,339760.77599585,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543729418601,-94.8869656176008,4468798.43710113,339760.78871243,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543783018613,-94.8869602475999,4468799.02236934,339761.25744903,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543783018617,-94.8869548875984,4468799.01265885,339761.71264349,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622118593,-94.8869495175953,4468797.21682964,339762.13058512,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622118597,-94.8869441575939,4468797.20711920,339762.58577968,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.35436757186,-94.8869548875974,4468797.82155508,339761.68723414,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622118581,-94.8869709776012,4468797.25570792,339760.30810838,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543514818563,-94.8869709776001,4468796.06460415,339760.28269883,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622118584,-94.8869656175998,4468797.24599737,339760.76330294,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354351481857,-94.8869602475972,4468796.04516496,339761.19393734,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543461118563,-94.8869548875951,4468795.43934754,339761.63641547,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543514818576,-94.8869495175943,4468796.02572588,339762.10517585,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543568418582,-94.8869548875963,4468796.63045131,339761.66182480,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543568418588,-94.8869441575933,4468796.61101228,339762.57306324,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543622118593,-94.8869495175953,4468797.21682964,339762.13058512,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3543353918543,-94.8869602475955,4468794.25906435,339761.15583508,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3542871118456,-94.8869709775936,4468788.91909165,339760.13026530,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3542227318344,-94.8869817075898,4468781.79190845,339759.06656806,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.354153001822,-94.8869977975872,4468774.08054933,339757.53500395,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3540939918115,-94.887008527584,4468767.54947341,339756.48401995,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3540296118003,-94.8870192575803,4468760.42229076,339755.42031767,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3539598817878,-94.8870353475776,4468752.71093239,339753.88874703,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3538955017765,-94.887046077574,4468745.58375013,339752.82504119,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3538364917665,-94.8870514475694,4468739.04296395,339752.22924898,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.353777491756,-94.8870621775663,4468732.51299890,339751.17828133,true,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3537023817434,-94.8870675375601,4468724.18498427,339750.54520911,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3536380117324,-94.8870729075549,4468717.04920158,339749.93672114,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3535682717202,-94.8870836275508,4468709.32700510,339748.86116470,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534985417084,-94.8870889975451,4468701.59622585,339748.23998143,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117037,-94.8870943575439,4468698.62762290,339747.72124231,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117033,-94.8870997275452,4468698.63735218,339747.26519250,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534556217003,-94.8871050875451,4468696.86096298,339746.77188744,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534609917015,-94.8870997275442,4468697.44735863,339747.23980536,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534609917015,-94.8870997275442,4468697.44735863,339747.23980536,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517025,-94.8870997275447,4468698.04235541,339747.25249893,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534609917019,-94.8870943575427,4468697.43762935,339747.69585525,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534609917019,-94.8870943575427,4468697.43762935,339747.69585525,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517027,-94.8870943575433,4468698.03262612,339747.70854878,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517027,-94.8870943575433,4468698.03262612,339747.70854878,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517027,-94.8870943575433,4468698.03262612,339747.70854878,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117039,-94.8870889975423,4468698.61791176,339748.17644288,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817045,-94.8870943575444,4468699.22372974,339747.73395953,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817045,-94.8870943575444,4468699.22372974,339747.73395953,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817042,-94.8870997275458,4468699.23345903,339747.27790975,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517031,-94.8870889975418,4468698.02291499,339748.16374938,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534663517031,-94.8870889975418,4468698.02291499,339748.16374938,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117043,-94.8870836275409,4468698.60818253,339748.63249270,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117039,-94.8870889975423,4468698.61791176,339748.17644288,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117043,-94.8870836275409,4468698.60818253,339748.63249270,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817051,-94.8870836275415,4468699.20428937,339748.64520984,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534717117046,-94.8870782675395,4468698.59847145,339749.08769326,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817051,-94.8870836275415,4468699.20428937,339748.64520984,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534770817051,-94.8870836275415,4468699.20428937,339748.64520984,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534395317028,-94.8870192575201,4468694.91936002,339754.02294020,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3534073417014,-94.8869548874994,4468691.22943149,339759.41336924,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3533697916999,-94.8868744174737,4468686.91534384,339766.15841360,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3533376016985,-94.886810047453,4468683.22542440,339771.54885417,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.353300051697,-94.8867295774274,4468678.91134811,339778.29391244,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3532625016947,-94.886665207406,4468674.62644103,339783.67167396,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3532249516926,-94.8865954673833,4468670.33181131,339789.50549304,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.35318740169,-94.8865364573635,4468666.05662093,339794.42806456,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3531444816868,-94.8864720873417,4468661.17561924,339799.79313146,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3530908416817,-94.8864077173187,4468655.10462821,339805.13282774,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3530479316788,-94.8863379772954,4468650.21501939,339810.95398584,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3530050116755,-94.8862736072736,4468645.33403026,339816.31907491,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3529620916736,-94.8861877772458,4468640.41418295,339823.50668533,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3529245416716,-94.8861180372231,4468636.11958583,339829.34055353,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3528762616681,-94.8860429371979,4468630.62418434,339835.60423652,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3528226216627,-94.8859839271763,4468624.56292591,339840.48877900,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3527850716601,-94.8859249171565,4468620.28777095,339845.41140964,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3527475216577,-94.8858605471352,4468616.00291464,339850.78925128,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3527046016551,-94.8857854371105,4468611.10251068,339857.06650063,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3526670516531,-94.8857157070878,4468606.80795913,339862.89956135,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3526295016516,-94.8856352370621,4468602.49396889,339869.64473955,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3525812216485,-94.8855547670352,4468596.98888168,339876.36453583,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.352549031647,-94.8854903970145,4468593.29904527,339881.75509408,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3525061216437,-94.8854260269927,4468588.41921972,339887.12029346,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3524632016415,-94.8853455569665,4468583.50914559,339893.85279654,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3524042016359,-94.8852758269416,4468576.83352764,339899.63515163,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.352361281632,-94.8852221769227,4468571.97200844,339904.08993490,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523451916322,-94.8851738969079,4468570.09852437,339908.15213901,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523451916328,-94.885163166905,4468570.07910393,339909.06340441,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523505516338,-94.8851631669055,4468570.67410050,339909.07608465,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523505516341,-94.8851578069041,4468570.66439937,339909.53129267,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523559216353,-94.8851524369031,4468571.25078680,339910.00005380,False,False,0,0,0,0,2010/09/09-17:44:59, , 
TRACK, ,40.3523559216356,-94.8851470769017,4468571.24108573,339910.45526179,False,False,0,0,0,0,2010/09/09-17:44:59, , 
